"mz_rt_min"	"calculated_mw"	"exact_mass"	"kegg_id"	"name"	"formula"	"pathways"	"annotation"
"310.11324_1.35"	309.10597	309.106	"C19910"	"N-Acetyl-beta-neuraminate; beta-Neu5Ac; ISP-1; Iminodiacetate"	"C11H19NO9"	"Retrograde endocannabinoid signaling;Sesquiterpenoid and triterpenoid biosynthesis"	"putative_single"
"313.14219_5.903"	314.14946	314.1518	"C11866"	"2,3-Dehydro-gibberellin A9; 2,3-Didehydro-gibberellin A9; Kaurenol; ent-Kaur-16-en-19-ol; ent-Kaurenal; ent-Kaur-16-en-19-al; ent-Kaur-16-en-19-oic acid; Gibberellin A7; ent-Kaur-16-en-19-oate"	"C19H22O4"	"Metabolic pathways;Biosynthesis of secondary metabolites;Diterpenoid biosynthesis"	"putative_single"
"316.94788_0.91"	317.95515	317.9537	"C14714"	"2-(m-Chlorophenyl)-2-(p-chlorophenyl)-1,1-dichloroethane; m,p'-DDD; 15-Deoxy-PGJ2; beta-Ethyl-6-hydroxy-alpha,alpha-dimethyl-2-naphthalenepropanoic acid; 2-Ethylhexyl-4-hydroxybenzoate"	"C14H10Cl4"	"Biosynthesis of secondary metabolites;Biosynthesis of ansamycins;Arachidonic acid metabolism"	"putative_single"
"319.11497_1.366"	320.12242	320.122	"C15500"	"Demethylsulochrin; 2-(2,6-Dihydroxy-4-methylbenzoyl)-5-hydroxy-3-methoxybenzoate; Propylene oxide; Mugineic acid"	"C12H20N2O8"	"Metabolic pathways;Biosynthesis of secondary metabolites;Cyanoamino acid metabolism;Biosynthesis of various plant secondary metabolites;Isoflavonoid biosynthesis"	"putative_single"
"319.11502_1.192"	320.12228	320.122	"C15500"	"Demethylsulochrin; 2-(2,6-Dihydroxy-4-methylbenzoyl)-5-hydroxy-3-methoxybenzoate; Propylene oxide; Mugineic acid"	"C12H20N2O8"	"Metabolic pathways;Biosynthesis of secondary metabolites;Cyanoamino acid metabolism;Biosynthesis of various plant secondary metabolites;Isoflavonoid biosynthesis"	"putative_single"
"325.11427_1.202"	326.12156	326.1213	"C08247"	"Sesamose; alpha-D-Galactosyl-(1-6)-alpha-D-galactosyl-(1-6)-beta-D-fructosyl-(2-1)-alpha-D-glucoside; 2-O-beta-D-Glucopyranosyl-beta-D-glucopyranose; Rutinose"	"C12H22O10"	""	"putative_multi"
"325.11427_1.202"	326.12156	326.1213	"C19758"	"7,9,9'-tricis-Neurosporene; 7,9,9'-tri-cis-Neurosporene; beta-D-Galactosyl-(1->4)-L-rhamnose"	"C12H22O10"	"Metabolic pathways;Biosynthesis of secondary metabolites;Terpenoid backbone biosynthesis;Carotenoid biosynthesis;Anthocyanin biosynthesis"	"putative_multi"
"325.12568_1.135"	326.13296	326.1318	"C15056"	"2,2,4-Trimethyl-3-(4-fluorophenyl)-2H-1-benzopyran-7-ol acetate"	"C20H19FO3"	""	"putative_single"
"329.10065_7.09"	330.10792	330.1103	"C08781"	"Samaderin A"	"C18H18O6"	""	"putative_single"
"329.10853_1.071"	330.1158	330.1135	"C18791"	"MGK 264; N-Octylbicycloheptene dicarboximide; Methylene-tetrahydrosarcinapterin; N5-Methyl-tetrahydrosarcinapterin; Halofenozide"	"C18H19ClN2O2"	"Metabolic pathways;Biosynthesis of secondary metabolites;Methane metabolism;Microbial metabolism in diverse environments;Carbon metabolism;Cyanoamino acid metabolism"	"putative_single"
"329.17534_7.212"	328.16788	328.1675	"C09578"	"Magnoflorine; (S)-Magnoflorine; Vernoflexin"	"C20H24O4"	"Biosynthesis of secondary metabolites;Isoquinoline alkaloid biosynthesis"	"putative_single"
"329.18762_7.291"	328.18012	328.1787	"C06494"	"Compound V(S); 5-(5-(4-(5-Hydro-4-methyl-2-oxazolyl)phenoxy)pentyl)-3-methylisoxazole; Disoxaril; Cobyrinate a,c-diamide; Cobyrinic acid a,c-diamide"	"C19H24N2O3"	"Metabolic pathways;Biosynthesis of cofactors;Porphyrin metabolism"	"putative_multi"
"329.18762_7.291"	328.18012	328.1787	"C07063"	"Lamivudine; 3TC; 2',3'-Dideoxy-3'-thiacytidine; Benzene hexachloride; gamma-BHC; Labetalol"	"C19H24N2O3"	"Metabolic pathways;Bile secretion;Chlorocyclohexane and chlorobenzene degradation;Microbial metabolism in diverse environments;Drug metabolism - cytochrome P450"	"putative_multi"
"331.2269_8.303"	330.21942	330.2195	"C03022"	"[Reduced NADPH---hemoprotein reductase]; Reduced flavoprotein; 5-Carboxyuracil; CPA; Protein L-citrulline"	"C7H12N4O3R2"	"Metabolic pathways;Thiamine metabolism;Porphyrin metabolism"	"putative_single"
"334.12576_1.025"	335.13303	335.1329	"C04540"	"N4-(Acetyl-beta-D-glucosaminyl)asparagine; N4-(beta-N-Acetyl-D-glucosaminyl)-L-asparagine; 1-beta-Aspartyl-N-acetyl-D-glucosaminylamine; N5-Dinitrophenyl-L-ornithine methyl ester"	"C12H21N3O8"	"Metabolic pathways;Amyotrophic lateral sclerosis;Pathways of neurodegeneration - multiple diseases;Butanoate metabolism;Inositol phosphate metabolism;Huntington disease;Spinocerebellar ataxia;Alzheimer disease;Autophagy - animal;Endocytosis;Phosphatidylinositol signaling system;Shigellosis;Tuberculosis;Salmonella infection;Autophagy - other;Autophagy - yeast;Phagosome"	"putative_multi"
"334.12576_1.025"	335.13303	335.1329	"C23085"	"Diaminobutyryl-citryl-ethanolamine"	"C12H21N3O8"	"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of various siderophores"	"putative_multi"
"334.12578_1.033"	275.1119	275.1117	"C18047"	"beta-D-Fructofuranosyl-alpha-D-mannopyranoside 6F-phosphate; Mannosylfructose 6-phosphate; (2S,3S)-3-(1-Carboxyvinyloxy)-2,3-dihydroanthranilate; Carboxybiotinyl-[protein]"	"C18H26N5O6SR2"	"Metabolic pathways;Biosynthesis of secondary metabolites;Quorum sensing;Cysteine and methionine metabolism;Biosynthesis of enediyne antibiotics;Phenazine biosynthesis"	"putative_single"
"335.22091_8.138"	334.21403	334.2144	"C05953"	"Prostaglandin A2; PGA2; Medullin; 11-epi-PGF2a"	"C20H30O4"	"Metabolic pathways;Platelet activation;Serotonergic synapse;Arachidonic acid metabolism;Eicosanoids"	"putative_multi"
"335.22091_8.138"	334.21403	334.2144	"C11876"	"6beta,7beta-Dihydroxykaurenoic acid; ent-6alpha,7alpha-Dihydroxykaur-16-en-19-oic acid; ent-Sandaracopimaradiene; ent-13alpha-Pimara-8(14),15-diene; Neoabietadiene"	"C20H30O4"	"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of terpenoids and steroids;Diterpenoid biosynthesis"	"putative_multi"
"335.22091_8.138"	334.21403	334.2144	"C14815"	"5,6-Epoxytetraene; (7E,9E,11Z,13E)-(5S,6S,15S)-5,6-Epoxy-15-hydroxyeicosa-7,9,11,13-tetraenoic acid; (7E,9E,11Z,13E)-(5S,6S,15S)-5,6-Epoxy-15-hydroxyicosa-7,9,11,13-tetraenoic acid; Iron(2+); (5Z,9E,11Z,14Z)-(8R)-8-Hydroxyicosa-5,9,11,14-tetraenoic acid; Sch 59884"	"C20H30O4"	"Metabolic pathways;HIF-1 signaling pathway;Aldosterone synthesis and secretion;Two-component system;ABC transporters;Mineral absorption;Ferroptosis;Porphyrin metabolism;Alzheimer disease;Serotonergic synapse;Arachidonic acid metabolism;Hormone signaling;Antifungal agents;TGF-beta signaling pathway"	"putative_multi"
"336.14011_1.017"	335.13283	335.1329	"C04540"	"N4-(Acetyl-beta-D-glucosaminyl)asparagine; N4-(beta-N-Acetyl-D-glucosaminyl)-L-asparagine; 1-beta-Aspartyl-N-acetyl-D-glucosaminylamine; N5-Dinitrophenyl-L-ornithine methyl ester"	"C12H21N3O8"	"Metabolic pathways;Amyotrophic lateral sclerosis;Pathways of neurodegeneration - multiple diseases;Butanoate metabolism;Inositol phosphate metabolism;Huntington disease;Spinocerebellar ataxia;Alzheimer disease;Autophagy - animal;Endocytosis;Phosphatidylinositol signaling system;Shigellosis;Tuberculosis;Salmonella infection;Autophagy - other;Autophagy - yeast;Phagosome"	"putative_multi"
"336.14011_1.017"	335.13283	335.1329	"C23085"	"Diaminobutyryl-citryl-ethanolamine"	"C12H21N3O8"	"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of various siderophores"	"putative_multi"
"345.09738_1.122"	346.10465	346.1053	"C15591"	"(6R)-2-Acetyl-6-(3-acetyl-2,4,6-trihydroxy-5-methylphenyl)-3-hydroxy-6-methyl-2,4-cyclohexadien-1-one; Reduced-(S)-usnate; Pyranose"	"C18H18O7"	""	"putative_single"
"345.24265_8.275"	344.23537	344.2351	"C14643"	"Medrysone; 11beta-Hydroxy-6alpha-methylpregn-4-ene-3,20-dione; 9alpha-Bromopregn-4-ene-3,11,20-trione"	"C22H32O3"	""	"putative_single"
"345.24266_8.538"	344.23486	344.2351	"C14643"	"Medrysone; 11beta-Hydroxy-6alpha-methylpregn-4-ene-3,20-dione; 9alpha-Bromopregn-4-ene-3,11,20-trione"	"C22H32O3"	""	"putative_single"
"347.22201_7.965"	346.21477	346.2144	"C02942"	"3-cis-Dodecenoyl-CoA; 3-cis-Dodecenoyl coenzyme A; (3Z)-Dodecenoyl-CoA; (3Z)-Dodec-3-enoyl-CoA; 3-Oxo-hydroxysteroid"	"C21H30O4"	"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Arginine and proline metabolism;Biosynthesis of various plant secondary metabolites;Benzoate degradation;Degradation of aromatic compounds;Pinene, camphor and geraniol degradation;Phenylpropanoid biosynthesis;Ubiquinone and other terpenoid-quinone biosynthesis;Fluorobenzoate degradation;Aminobenzoate degradation;Flavonoid biosynthesis;Stilbenoid, diarylheptanoid and gingerol biosynthesis"	"putative_single"
"357.24374_8.234"	356.23623	356.2351	"C14503"	"16-Dehydropregnenolone acetate; 3beta-Acetyloxy-pregna-5,16-dien-20-one; Dihexyl phthalate; Bisphenol A diglycidyl methacrylate; Diphenyl carbonate"	"C23H32O3"	""	"putative_single"
"361.23739_8.289"	360.2299	360.2314	"C09097"	"Canthin-6-one; 6H-Indolo(3,2,1-de)(1,5)naphthyridin-6-one; Calycanthidine"	"C23H28N4"	"Metabolic pathways;Degradation of flavonoids;Flavonoid biosynthesis"	"putative_single"
"362.88596_0.808"	361.87865	361.8757	"C18961"	"Isodrin"	"C12H8Cl6"	""	"putative_single"
"363.18203_7.254"	364.18931	364.1886	"C06095"	"Gibberellin A44 diacid; Gibberellin A44 open lactone; d-Limonene; (4R)-1-Methyl-4-(prop-1-en-2-yl)cyclohexene; (+)-(R)-Limonene; (+)-(4R)-Limonene; Gibberellin A29"	"C20H28O6"	"Metabolic pathways;Biosynthesis of secondary metabolites;Drug metabolism - other enzymes;Microbial metabolism in diverse environments;Biosynthesis of various plant secondary metabolites;Biosynthesis of plant hormones;Biosynthesis of terpenoids and steroids;Degradation of aromatic compounds;Diterpenoid biosynthesis;Monoterpenoid biosynthesis;Carotenoid biosynthesis;Caprolactam degradation;Limonene degradation"	"putative_single"
"363.18216_5.597"	364.18943	364.1886	"C06095"	"Gibberellin A44 diacid; Gibberellin A44 open lactone; d-Limonene; (4R)-1-Methyl-4-(prop-1-en-2-yl)cyclohexene; (+)-(R)-Limonene; (+)-(4R)-Limonene; Gibberellin A29"	"C20H28O6"	"Metabolic pathways;Biosynthesis of secondary metabolites;Drug metabolism - other enzymes;Microbial metabolism in diverse environments;Biosynthesis of various plant secondary metabolites;Biosynthesis of plant hormones;Biosynthesis of terpenoids and steroids;Degradation of aromatic compounds;Diterpenoid biosynthesis;Monoterpenoid biosynthesis;Carotenoid biosynthesis;Caprolactam degradation;Limonene degradation"	"putative_single"
"369.13368_1.202"	370.14097	370.1416	"C09831"	"5'-Prenylhomoeriodictyol; Sigmoidin B 3'-methyl ether; (2S)-Sakuranetin; Sanggenon C"	"C21H22O6"	"Biosynthesis of secondary metabolites;Biosynthesis of terpenoids and steroids;Flavonoid biosynthesis"	"putative_multi"
"369.13368_1.202"	370.14097	370.1416	"C17844"	"(+)-Demethoxyaschantin"	"C21H22O6"	""	"putative_multi"
"371.18333_8.072"	370.17605	370.178	"C09147"	"Eburnamonine; Vinburnine; Calanolide A"	"C22H26O5"	"Inflammatory mediator regulation of TRP channels"	"putative_single"
"384.15005_1.127"	383.14282	383.1428	"C07278"	"beta-D-Galactosyl-(1->3)-N-acetyl-D-galactosamine; beta-D-Galactopyranosyl-(1->3)-N-acetyl-D-galactosamine; 6-Methylhept-5-en-2-one; 6-Methyl-5-hepten-2-one; Arabino-galactose"	"C14H25NO11"	"Biosynthesis of plant secondary metabolites;Linoleic acid metabolism"	"putative_multi"
"384.15005_1.127"	383.14282	383.1401	"C18491"	"Tolfenpyrad"	"C21H22ClN3O2"	""	"putative_multi"
"385.21316_7.595"	384.20601	384.2049	"C04578"	"16-Methoxy-2,3-dihydro-3-hydroxytabersonine; (3R)-3-Hydroxy-16-methoxy-2,3-dihydrotabersonine; 1D-myo-Inositol 1,2,3,5,6-pentakisphosphate; 1L-myo-Inositol 1,2,3,4,5-pentakisphosphate; 2-Deoxy-2,3-dehydro-N-acetylneuraminic acid"	"C22H28N2O4"	"Metabolic pathways;Biosynthesis of secondary metabolites;Cysteine and methionine metabolism;Inositol phosphate metabolism;Indole alkaloid biosynthesis"	"putative_single"
"392.16773_1.011"	393.17501	393.1788	"C10344"	"Latifoline; (+)-Latifoline; Frangulin A"	"C20H27NO7"	""	"putative_single"
"394.18231_0.989"	393.17498	393.1788	"C10344"	"Latifoline; (+)-Latifoline; Frangulin A"	"C20H27NO7"	""	"putative_single"
"397.10834_7.184"	398.11562	398.1132	"C09288"	"Acroptilin; Chlorohyssopifolin C; Alantolactone"	"C19H23ClO7"	""	"putative_single"
"399.05364_1.507"	200.03025	200.0321	"C04783"	"cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate; Phthalate-4,5-cis-dihydrodiol; (9Z,11E,15Z)-(13S)-13-Hydroperoxyoctadeca-9,11,15-trienoic acid; 13(S)-HpOTrE; 13-HPOT; Cyanidin 3-rutinoside 5-glucoside chloride"	"C8H8O6"	"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Tyrosine metabolism;Steroid degradation;Degradation of aromatic compounds;Polycyclic aromatic hydrocarbon degradation;alpha-Linolenic acid metabolism"	"putative_single"
"421.06613_1.417"	422.07336	422.073	"C20985"	"2-Sulfotrehalose; 2-O-Sulfo-alpha,alpha-trehalose; Nylon-6 oligomer; D-Ribose 2,5-bisphosphate"	"C12H22O14S"	"Metabolic pathways;Microbial metabolism in diverse environments;Phosphonate and phosphinate metabolism;Histidine metabolism;Glycerolipid metabolism;Caprolactam degradation"	"putative_single"
"422.17838_0.999"	423.18566	423.1866	"C03859"	"Dibenzo[1,4]dioxin-2,3-dione; Diphenylenedioxide-2,3-quinone; Dolichyl beta-D-mannosyl phosphate; D-Glucosyllipopolysaccharide"	"C17H25N7O6"	"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Lysine biosynthesis;N-Glycan biosynthesis;Mannose type O-glycan biosynthesis;Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"putative_single"
"424.19273_0.98"	423.18545	423.1866	"C03859"	"Dibenzo[1,4]dioxin-2,3-dione; Diphenylenedioxide-2,3-quinone; Dolichyl beta-D-mannosyl phosphate; D-Glucosyllipopolysaccharide"	"C17H25N7O6"	"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Lysine biosynthesis;N-Glycan biosynthesis;Mannose type O-glycan biosynthesis;Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"putative_single"
"428.14099_1.134"	383.14284	383.1428	"C07278"	"beta-D-Galactosyl-(1->3)-N-acetyl-D-galactosamine; beta-D-Galactopyranosyl-(1->3)-N-acetyl-D-galactosamine; 6-Methylhept-5-en-2-one; 6-Methyl-5-hepten-2-one; Arabino-galactose"	"C14H25NO11"	"Biosynthesis of plant secondary metabolites;Linoleic acid metabolism"	"putative_multi"
"428.14099_1.134"	383.14284	383.1401	"C18491"	"Tolfenpyrad"	"C21H22ClN3O2"	""	"putative_multi"
"429.29946_8.338"	428.29218	428.2927	"C19900"	"DMXB-A; GTS-21; 2,4-Dimethoxybenzylidene anabaseine; 12-epi-Scalaradial"	"C27H40O4"	"Sesquiterpenoid and triterpenoid biosynthesis"	"putative_single"
"434.21454_1.25"	435.22181	435.2175	"C21542"	"Mecillinam; Amdinocillin; T-2525; Fosinoprilat"	"C23H34NO5P"	""	"putative_single"
"453.34353_7.449"	226.16811	226.1681	"C20514"	"Cyclo(L-leucyl-L-leucyl); (3S,6S)-3,6-Diisobutylpiperazine-2,5-dione; 3-(1H-Imidazol-4-yl)propanoate; Cyclo(L-tyrosyl-L-tyrosyl)"	"C12H22N2O2"	"Metabolic pathways;Biosynthesis of secondary metabolites;Histidine metabolism;Glycerophospholipid metabolism;Indole diterpene alkaloid biosynthesis"	"putative_single"
"476.16124_1.108"	475.15394	475.158	"C23065"	"6-Desethyl-OA-6129 A; (5S)-3-[({2-[(2R)-2,4-Dihydroxy-3,3-dimethylbutanamido]propanamido}ethyl)sulfanyl]-7-oxo-1-azabicyclo[3.2.0]oct-2-ene-2-carboxylate; (L-Lysyl)adenylate"	"C16H26N7O8P"	"Metabolic pathways;Biosynthesis of secondary metabolites;Carbapenem biosynthesis;Microbial metabolism in diverse environments;Sphingolipid metabolism;Diterpenoid biosynthesis;Aminobenzoate degradation"	"putative_single"
"495.11971_6.314"	496.12698	496.1264	"C14805"	"12-OxoETE; 12-KETE; (5Z,8Z,10E,14Z)-12-Oxoeicosa-5,8,10,14-tetraenoic acid; (5Z,8Z,10E,14Z)-12-Oxoicosa-5,8,10,14-tetraenoic acid; (5Z,8Z,12E)-14,15-Epoxy-11-hydroxyicosa-5,8,12-trienoic acid; 1-Nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene"	"C20H24N4O9S"	"Metabolic pathways;Serotonergic synapse;Arachidonic acid metabolism;Metabolism of xenobiotics by cytochrome P450"	"putative_single"
"497.13411_6.29"	496.1269	496.1264	"C14805"	"12-OxoETE; 12-KETE; (5Z,8Z,10E,14Z)-12-Oxoeicosa-5,8,10,14-tetraenoic acid; (5Z,8Z,10E,14Z)-12-Oxoicosa-5,8,10,14-tetraenoic acid; (5Z,8Z,12E)-14,15-Epoxy-11-hydroxyicosa-5,8,12-trienoic acid; 1-Nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene"	"C20H24N4O9S"	"Metabolic pathways;Serotonergic synapse;Arachidonic acid metabolism;Metabolism of xenobiotics by cytochrome P450"	"putative_single"
"516.20533_1.088"	457.19129	457.1881	"C13777"	"Teicoplanin A2; Teichomycin A2; Azimilide"	"C23H28ClN5O3"	"Biosynthesis of secondary metabolites;Indole diterpene alkaloid biosynthesis;Antiarrhythmic drugs;Potassium channel blocking and opening drugs"	"putative_single"
"537.39026_7.795"	536.38299	536.3866	"C07608"	"Silymarin; Silibinin; Silybin; Hyperforin"	"C35H52O4"	""	"putative_single"
"546.20314_1.105"	545.1956	545.1956	"C04428"	"cis-4-Carboxymethylenebut-2-en-4-olide; 4-Carboxymethylenebut-2-en-4-olide; N6-(3-Methylbut-2-en-1-yl)-adenine in tRNA; N6-Dimethylallyladenine in tRNA; alpha-D-Galactosyl-N-acetyllactosamine"	"C20H35NO16"	"Metabolic pathways;Zeatin biosynthesis;Biosynthesis of secondary metabolites;Chlorocyclohexane and chlorobenzene degradation;Microbial metabolism in diverse environments;Benzoate degradation;Pinene, camphor and geraniol degradation;Histidine metabolism;Glycerophospholipid metabolism;Aminobenzoate degradation;Monoterpenoid biosynthesis"	"putative_single"
"587.2871_7.287"	586.27981	586.2791	"C05783"	"Bilirubin beta-diglucuronide; Bilirubin-bisglucuronoside; Stercobilinogen; Cytochrome a"	"C33H38N4O6"	"Metabolic pathways;Biosynthesis of secondary metabolites;Porphyrin metabolism"	"putative_multi"
"587.2871_7.287"	586.27981	586.2791	"C16641"	"(13Z,16Z)-Docosadienoyl-CoA; (13Z,16Z)-Docosadi-13,16-enoyl-CoA; 13Z,16Z-Docosadienoyl-CoA; Irinotecan"	"C33H38N4O6"	"Bile secretion;Drug metabolism - other enzymes;Fatty acid metabolism;Biosynthesis of unsaturated fatty acids;Drug metabolism - cytochrome P450"	"putative_multi"
"587.28819_7.304"	588.29546	588.2948	"C05795"	"Bacteriopheophytin; Bacteriopheophytin a; D-Urobilin"	"C33H40N4O6"	"Metabolic pathways;Biosynthesis of secondary metabolites;Porphyrin metabolism;Galactose metabolism"	"putative_single"
"589.30266_7.722"	588.29539	588.2948	"C05795"	"Bacteriopheophytin; Bacteriopheophytin a; D-Urobilin"	"C33H40N4O6"	"Metabolic pathways;Biosynthesis of secondary metabolites;Porphyrin metabolism;Galactose metabolism"	"putative_single"
"74.06082_1.054"	73.05351	73.0528	"C01883"	"Acetic ester; Acetyl ester; Monoglyceride; Monoacylglycerol; 1-Monoacylglycerol; Acyldolichol"	"C2H3O2R"	"Metabolic pathways;Biosynthesis of secondary metabolites;Thermogenesis;Vitamin digestion and absorption;Fat digestion and absorption;Glycine, serine and threonine metabolism;Regulation of lipolysis in adipocytes;Glycerolipid metabolism;Biotin metabolism"	"putative_single"
"83.06111_0.875"	82.05358	82.0531	"C07837"	"Fomepizole; 4-Methylpyrazole; D-glycero-beta-D-manno-Heptose 1-phosphate"	"C4H6N2"	"Metabolic pathways;Biosynthesis of various nucleotide sugars;Biosynthesis of nucleotide sugars"	"putative_single"
"88.03995_1.273"	87.03247	87.032	"C20904"	"Galactosylglucosyldiacylglycerol; Gal-alpha1->2Glc-alpha1->3acyl2Gro; 1,2-Diacyl-3-O-[alpha-D-galactopyranosyl-(1->2)-O-alpha-D-glucopyranosyl]-sn-glycerol; 2-Iminopropanoate"	"C3H5NO2"	"Biosynthesis of secondary metabolites;Monobactam biosynthesis;Teichoic acid biosynthesis"	"putative_single"
"90.05558_1.038"	89.04831	89.0477	"C00041"	"L-Alanine; L-2-Aminopropionic acid; L-alpha-Alanine; Ethylenesuccinic acid; (Ribonucleotide)n; (Ribonucleotide)m; (Ribonucleotide)n+m; Metal; Ribonucleic acid"	"C3H7NO2"	"Oxidative phosphorylation;Carbon fixation by Calvin cycle;Metabolic pathways;Amyotrophic lateral sclerosis;Diabetic cardiomyopathy;Purine metabolism;Biosynthesis of various antibiotics;Biosynthesis of secondary metabolites;Nucleotide metabolism;Biosynthesis of cofactors;Neuroactive ligand-receptor interaction;Nicotinate and nicotinamide metabolism;Glyoxylate and dicarboxylate metabolism;Two-component system;ABC transporters;Mineral absorption;Pantothenate and CoA biosynthesis;Arginine biosynthesis;Glycine, serine and threonine metabolism;Chlorocyclohexane and chlorobenzene degradation;Chloroalkane and chloroalkene degradation;Methane metabolism;Other carbon fixation pathways;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;Protein digestion and absorption;Arginine and proline metabolism;Alanine, aspartate and glutamate metabolism;Cyanoamino acid metabolism;Pyrimidine metabolism;Riboflavin metabolism;Selenocompound metabolism;Monobactam biosynthesis;Cysteine and methionine metabolism;Biosynthesis of various plant secondary metabolites;Biosynthesis of plant secondary metabolites;Biosynthesis of plant hormones;Sulfur relay system;Biosynthesis of alkaloids derived from histidine and purine;cAMP signaling pathway;Citrate cycle (TCA cycle);Tyrosine metabolism;Phenylalanine metabolism;Taurine and hypotaurine metabolism;D-Amino acid metabolism;Pyruvate metabolism;Butanoate metabolism;C5-Branched dibasic acid metabolism;Biosynthesis of various other secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Biosynthesis of alkaloids derived from terpenoid and polyketide;2-Oxocarboxylic acid metabolism;Degradation of aromatic compounds;Vancomycin resistance;Glucagon signaling pathway;Insulin resistance;Central carbon metabolism in cancer;Lysine biosynthesis;Lysine degradation;beta-Alanine metabolism;Propanoate metabolism;Histidine metabolism;Neomycin, kanamycin and gentamicin biosynthesis;Aminoacyl-tRNA biosynthesis;Biosynthesis of various siderophores;GABAergic synapse;Coronavirus disease - COVID-19;Amino sugar and nucleotide sugar metabolism;Biosynthesis of various nucleotide sugars;Biosynthesis of nucleotide sugars;Biofilm formation - Vibrio cholerae;Sulfur metabolism;Ras signaling pathway;Rap1 signaling pathway;Mitophagy - animal;Autophagy - animal;Endocytosis;Lipopolysaccharide biosynthesis;Peptidoglycan biosynthesis;Teichoic acid biosynthesis;Teichoic acid biosynthesis;Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;Arabinogalactan biosynthesis - Mycobacterium;Folate biosynthesis;Biofilm formation - Pseudomonas aeruginosa;RIG-I-like receptor signaling pathway;Biotin metabolism;Tropane, piperidine and pyridine alkaloid biosynthesis;Caffeine metabolism;Bacterial chemotaxis"	"putative_multi"
"90.05558_1.038"	89.04831	89.0477	"C11488"	"HMMF; N-Hydroxymethyl-N-methylformamide; 2-(2-Naphthoxy)propionic acid; Carfentrazone"	"C3H7NO2"	""	"putative_multi"
"95.04973_1.209"	94.04205	94.0419	"C00145"	"Thiol; Mercaptan; Hydroxybenzene; Phenic acid; Phenylic acid; Malate; Malic acid; Molybdenum"	"HSR"	"Carbon fixation by Calvin cycle;Metabolic pathways;Proximal tubule bicarbonate reclamation;Chemical carcinogenesis - reactive oxygen species;Purine metabolism;Zeatin biosynthesis;Biosynthesis of secondary metabolites;Nucleotide metabolism;Biosynthesis of cofactors;Taste transduction;Nicotinate and nicotinamide metabolism;Longevity regulating pathway - worm;Vitamin digestion and absorption;Glutathione metabolism;Glyoxylate and dicarboxylate metabolism;Two-component system;Renal cell carcinoma;ABC transporters;Mineral absorption;Fatty acid degradation;Carbapenem biosynthesis;Chlorocyclohexane and chlorobenzene degradation;Methane metabolism;Other carbon fixation pathways;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;Protein digestion and absorption;Arginine and proline metabolism;Alanine, aspartate and glutamate metabolism;Cyanoamino acid metabolism;Biosynthesis of plant secondary metabolites;Biosynthesis of plant hormones;Biosynthesis of alkaloids derived from histidine and purine;Citrate cycle (TCA cycle);Tyrosine metabolism;Benzoate degradation;D-Amino acid metabolism;Pyruvate metabolism;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Biosynthesis of alkaloids derived from terpenoid and polyketide;Degradation of aromatic compounds;Glucagon signaling pathway;Central carbon metabolism in cancer;Fatty acid biosynthesis;Fatty acid elongation;Fatty acid metabolism;Aminoacyl-tRNA biosynthesis;Pathways in cancer;Cornified envelope formation;Sphingolipid metabolism;Sphingolipid signaling pathway;Staurosporine biosynthesis;Novobiocin biosynthesis;Prodigiosin biosynthesis;Aminobenzoate degradation;Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;Biosynthesis of unsaturated fatty acids"	"putative_single"
